episode_id,query0,query1,query2,query3,query4,query5,query6,query7,query8,query9,query10,query11,query12,query13,query14,query15,query16,query17,query18,query19,query20,query21,query22,query23,query24,query25,query26,query27,query28,query29,query30,query31,query32,query33,query34,query35,query36,query37,query38,query39,query40,query41,query42,query43,query44,query45,query46,query47,query48,query49,query50,query51,query52,query53,query54,query55,query56,query57,query58,query59,query60,query61,query62,query63,query64,query65,query66,query67,query68,query69,query70,query71,query72,query73,query74
89,0,1,2,3,1,1,3,4,1,1,0,2,0,1,4,2,1,1,2,1,0,2,4,2,1,4,1,0,4,3,1,1,2,1,4,4,2,1,1,1,1,2,1,1,2,2,1,3,3,1,2,1,0,1,1,2,1,2,1,1,1,1,1,4,2,1,1,2,0,4,1,2,1,4,0
90,0,4,1,0,2,2,1,4,2,1,0,4,1,0,0,2,4,1,1,1,4,0,2,4,0,2,1,0,3,2,3,3,3,0,2,3,1,2,4,2,4,3,3,1,2,3,0,1,3,1,2,1,4,1,3,4,2,2,4,1,3,1,0,4,0,3,0,2,2,3,2,3,1,3,3
91,2,3,2,0,1,0,0,2,2,2,2,3,2,0,2,0,2,0,1,2,1,2,4,2,1,0,2,4,4,4,1,2,4,0,1,2,0,4,0,2,1,1,0,2,0,4,0,4,2,0,0,1,0,3,3,2,2,2,0,3,4,3,0,2,2,2,2,0,0,2,0,0,2,4,3
92,3,4,0,1,0,4,3,1,0,3,4,4,3,3,1,0,3,0,0,0,1,4,1,4,3,1,2,3,4,1,4,1,3,2,3,1,0,0,4,0,3,1,2,4,0,3,0,3,1,2,2,0,3,3,2,3,4,4,0,2,3,0,0,0,0,4,3,0,0,0,0,2,0,4,4
93,3,0,4,4,1,1,1,0,1,1,4,1,3,3,3,3,0,4,1,4,3,1,3,1,1,4,0,2,0,3,2,4,3,0,3,2,3,4,0,0,4,3,4,4,1,3,3,4,3,2,1,1,1,3,3,0,3,0,2,1,1,2,4,3,1,2,0,3,0,2,3,2,0,0,4
94,4,4,0,4,4,3,0,3,1,4,4,1,3,0,3,0,4,4,1,1,1,3,1,3,3,0,2,2,4,4,1,4,1,4,1,0,4,1,1,3,4,4,1,1,4,4,3,4,0,4,0,0,4,4,0,0,4,3,0,1,1,4,4,2,3,1,1,1,3,4,0,1,3,4,4
95,0,4,2,0,4,0,4,4,0,1,4,2,0,0,3,1,0,1,3,0,2,0,1,1,2,2,0,2,2,2,2,1,2,4,1,3,4,2,3,2,1,2,2,3,1,0,2,2,2,3,3,2,2,0,3,4,3,0,3,2,0,1,3,0,3,3,1,0,3,1,3,1,1,1,4
96,0,0,2,4,4,4,2,4,2,0,2,2,4,4,4,2,2,4,0,4,4,1,4,4,1,1,0,4,0,4,4,3,2,4,3,1,4,1,1,4,1,4,4,3,2,1,2,4,4,4,3,4,3,0,1,4,1,2,3,4,1,4,1,4,3,0,1,1,4,2,1,1,1,4,4
97,3,4,4,0,3,2,1,0,0,3,0,2,3,4,3,2,2,1,4,0,1,2,2,4,1,0,4,0,3,3,3,3,2,4,4,2,1,0,4,4,2,0,3,0,0,3,0,0,2,0,4,3,0,2,1,4,4,3,0,4,0,4,2,1,4,0,3,0,2,3,1,4,4,4,3
98,1,4,0,4,3,1,1,2,1,2,3,2,3,1,1,1,2,2,3,1,2,1,3,0,3,1,2,1,4,1,1,1,3,2,1,4,2,2,4,4,2,1,1,1,2,3,3,1,4,2,3,3,2,3,2,1,1,1,1,2,2,0,3,1,4,2,3,2,1,3,1,2,3,3,1
99,1,0,1,2,2,2,1,3,1,2,1,2,0,1,0,3,1,3,1,4,4,2,2,0,1,2,1,0,1,1,1,1,1,2,4,2,1,0,3,3,2,2,1,2,0,1,4,2,0,0,1,1,1,1,3,2,1,3,1,1,1,1,1,2,4,2,3,1,1,2,3,0,1,1,1
100,1,1,0,3,3,0,2,0,3,0,3,2,3,3,2,1,1,1,3,1,3,3,0,3,2,1,3,4,3,0,0,1,3,0,0,4,1,1,3,2,2,4,4,1,4,3,2,3,3,1,2,2,2,0,2,2,3,3,1,0,4,3,4,3,2,2,1,2,2,1,0,2,1,3,3
101,0,4,0,0,4,3,3,3,4,4,4,3,3,4,3,4,0,4,4,3,2,3,3,3,3,3,0,3,0,3,3,3,3,3,2,0,4,2,3,0,4,3,3,4,0,3,3,3,0,4,4,3,3,0,3,0,3,4,4,1,3,0,0,0,3,3,3,0,3,3,3,4,3,4,4
102,2,2,4,4,0,1,3,4,0,0,0,2,4,3,3,4,0,2,2,4,1,2,2,3,2,4,2,4,3,4,3,0,0,0,4,4,0,2,3,0,0,4,0,1,4,3,0,3,3,2,2,2,3,0,3,2,3,2,0,2,3,0,0,2,2,0,4,0,1,2,0,0,0,4,3
103,4,0,2,4,4,4,0,4,4,2,4,0,2,4,4,4,4,1,2,4,2,2,4,4,4,2,1,4,0,4,4,0,4,4,1,4,3,2,4,1,0,1,0,0,4,0,1,4,1,4,4,0,4,4,4,0,4,4,1,0,4,2,1,4,4,1,2,1,2,2,4,2,1,4,3
104,0,0,2,3,3,3,2,2,4,2,4,2,0,1,1,2,3,2,2,1,0,0,0,2,0,2,3,3,3,0,3,0,3,3,1,4,0,1,0,4,2,0,3,0,0,0,2,0,3,2,0,0,0,3,0,0,4,0,3,0,0,3,0,0,0,0,3,2,0,0,3,3,0,2,1
105,4,1,3,1,4,4,1,1,4,3,0,1,2,4,1,1,1,1,2,1,3,0,1,3,1,3,2,4,4,4,2,4,3,1,1,0,4,1,1,4,4,1,3,4,1,4,1,3,1,2,4,2,2,1,0,4,2,4,2,2,4,1,2,4,2,2,3,2,2,2,0,0,4,0,3
106,2,0,2,3,3,0,3,2,4,3,3,2,2,3,3,3,1,4,3,1,2,0,4,4,4,1,3,4,0,3,4,3,2,4,4,1,2,4,3,2,4,1,3,2,1,4,3,3,4,3,2,0,4,3,3,4,4,1,2,4,0,4,3,1,4,4,4,1,2,1,2,3,3,1,4
107,2,4,3,3,0,2,3,4,2,4,3,0,0,0,1,3,3,0,1,2,4,1,3,0,3,3,3,2,0,3,3,3,0,0,2,0,0,3,3,3,3,0,2,0,1,2,2,2,2,2,4,3,2,3,2,4,3,2,1,2,3,4,3,1,3,2,3,3,4,2,1,4,2,0,0
108,3,4,3,3,1,3,4,1,4,0,1,1,4,3,3,4,1,0,3,4,2,4,3,2,4,3,2,4,2,1,4,3,0,2,2,4,3,1,4,3,2,0,0,0,4,0,4,3,3,1,3,0,4,0,3,3,1,2,4,4,1,0,0,3,1,0,0,4,2,0,4,4,0,4,0
109,2,3,4,1,2,2,2,1,3,0,2,2,2,0,2,2,1,3,3,1,0,4,1,1,0,4,4,0,4,1,2,4,0,1,2,0,3,0,4,4,0,1,0,3,0,3,4,3,4,4,2,3,3,2,3,4,0,3,3,3,1,4,0,0,0,3,4,1,3,2,2,2,1,4,2
110,3,0,1,1,2,4,2,3,2,2,3,4,1,2,2,0,1,1,2,1,3,2,4,3,2,4,3,0,3,1,2,0,4,4,1,4,0,2,3,0,2,1,3,1,4,2,2,0,2,1,2,4,2,2,1,0,4,4,2,2,1,4,4,4,2,0,0,1,1,4,2,3,2,3,4
111,1,1,1,1,4,1,3,4,1,2,4,4,4,2,0,2,2,3,1,4,1,1,4,4,4,2,3,3,4,1,3,1,1,1,3,2,0,3,3,1,0,2,4,1,4,4,4,3,2,0,2,4,1,2,1,0,1,0,4,3,4,4,3,4,1,4,2,4,3,0,1,1,1,0,2
112,4,0,3,4,2,1,1,2,0,3,4,3,4,4,1,4,2,1,2,3,4,4,1,3,1,1,4,2,1,0,4,0,2,4,4,2,2,4,2,1,1,1,2,1,3,1,1,4,4,4,0,1,4,0,4,0,0,2,1,4,1,1,4,4,4,2,1,3,0,2,4,4,2,2,2
113,2,0,3,2,1,3,0,3,4,4,1,0,4,0,2,3,3,0,0,0,0,0,4,1,0,2,0,3,0,2,2,0,1,3,0,3,3,3,0,1,0,0,3,2,3,2,0,3,2,0,3,0,3,3,3,4,0,1,4,3,4,3,3,3,3,3,0,3,3,4,3,4,2,2,0
114,4,3,3,3,1,2,2,3,3,3,3,3,3,2,4,2,2,3,3,1,1,4,1,1,4,4,1,3,3,3,2,4,1,2,3,3,4,4,3,1,4,2,2,4,3,0,0,2,3,3,2,2,3,2,4,3,3,1,3,4,3,3,1,3,3,2,2,4,2,3,2,1,4,3,3
115,1,1,1,2,0,4,1,1,3,2,0,0,0,4,2,4,0,2,4,2,2,0,2,4,1,1,2,2,0,2,0,2,1,1,1,4,0,0,2,2,4,1,1,0,1,1,1,4,4,4,1,0,0,0,4,0,0,0,2,4,4,2,4,2,2,1,3,2,1,2,1,0,1,4,0
116,4,4,0,4,2,0,3,3,3,2,4,0,2,4,1,4,4,3,4,0,0,0,2,4,4,4,0,0,3,2,4,4,3,2,3,2,2,2,2,3,2,4,4,1,3,0,1,4,4,3,4,3,1,0,0,4,4,3,2,2,4,0,0,2,2,4,4,4,0,2,2,3,0,2,1
117,4,0,2,1,0,0,0,1,2,3,0,0,0,0,2,3,1,0,3,0,2,4,3,0,0,3,4,3,1,1,0,4,0,3,2,0,2,2,4,3,0,2,2,1,1,0,3,3,0,2,0,0,2,0,0,4,0,4,2,3,1,3,0,4,2,0,3,4,0,4,4,3,4,2,3
118,0,1,4,4,2,3,4,0,3,0,4,4,4,4,0,0,4,4,0,4,4,0,4,1,1,3,3,4,1,0,0,4,4,0,3,4,1,2,4,3,0,0,3,4,4,0,4,2,4,3,4,1,0,3,0,2,0,4,4,2,4,1,3,4,4,1,1,0,1,1,0,1,3,4,4
119,2,2,3,1,2,2,4,1,2,2,3,3,3,2,1,3,1,1,1,4,2,3,3,3,3,4,3,0,1,1,3,3,3,4,4,1,2,3,1,3,3,1,3,3,2,1,3,1,1,1,3,3,1,2,1,0,3,1,3,3,0,3,2,3,2,1,1,3,4,3,1,1,3,2,3
120,1,2,1,3,2,2,0,3,4,1,0,4,4,3,3,2,3,0,3,2,3,3,0,1,2,1,0,4,0,1,3,4,4,0,0,4,4,4,4,1,3,0,3,4,1,2,3,3,3,2,2,3,3,3,1,3,1,2,4,0,4,4,3,4,0,2,2,3,3,1,1,4,1,4,1
121,0,1,0,1,2,1,2,1,2,0,1,4,2,4,4,4,0,4,0,4,4,1,4,1,2,1,0,4,1,1,1,1,0,0,1,2,4,2,1,2,4,0,0,4,4,4,2,0,1,1,4,1,1,4,4,4,4,1,4,4,3,1,1,4,2,4,1,1,4,4,0,4,1,1,1
122,3,0,4,3,3,2,1,4,2,1,3,0,3,3,4,1,4,3,4,0,0,3,3,3,3,3,3,0,2,3,3,0,2,3,3,2,2,3,3,0,2,4,0,3,3,4,2,1,4,2,4,3,3,3,3,2,2,0,2,3,0,0,3,3,2,4,2,0,0,4,0,2,4,0,0
123,3,3,1,4,4,2,3,2,2,0,3,1,2,0,0,0,0,4,2,1,4,0,2,3,0,0,4,1,4,1,2,1,0,0,1,0,0,4,2,0,4,0,2,3,4,1,3,2,0,1,2,0,0,2,3,3,3,1,4,4,4,1,1,1,0,3,0,0,4,4,3,0,3,4,4
124,4,2,2,4,4,3,4,1,3,2,4,4,3,4,2,1,1,2,2,1,4,3,0,2,3,2,2,4,4,2,3,4,2,0,2,0,3,2,3,4,4,3,2,2,3,2,2,2,4,4,3,4,3,4,4,3,1,3,4,4,0,1,2,4,2,3,2,4,2,0,3,0,1,2,4
125,2,1,2,3,4,3,0,3,0,2,2,1,2,3,2,2,3,2,3,4,1,2,1,1,3,0,1,3,4,4,3,2,4,2,2,2,2,2,3,2,1,3,3,1,4,0,3,3,1,0,1,1,4,1,3,0,3,3,3,1,0,4,1,2,1,2,1,1,0,0,0,1,2,0,2
126,0,0,0,0,0,3,3,0,0,0,1,3,4,0,0,1,3,0,0,4,2,4,3,0,0,2,1,0,3,1,1,2,1,4,4,1,1,1,1,1,2,3,1,0,1,1,3,0,3,4,0,2,4,4,0,0,0,1,1,0,1,3,2,3,2,3,3,0,2,3,3,1,2,3,3
127,1,1,1,0,1,0,1,0,0,1,0,3,4,0,2,1,3,2,0,3,4,3,3,1,2,3,3,1,0,4,4,0,1,0,1,1,4,2,4,3,0,1,0,2,2,1,3,2,0,0,4,1,1,2,1,1,1,0,4,2,0,4,0,2,4,0,0,1,3,0,3,0,0,4,3
128,3,0,2,3,3,0,3,2,0,0,3,1,2,2,1,2,4,4,1,3,1,4,2,4,3,0,1,3,4,2,2,1,2,2,0,3,4,1,4,0,0,3,0,2,2,4,3,4,4,3,3,3,2,1,4,4,3,1,3,3,4,2,0,4,4,4,4,3,3,3,2,1,3,4,3
129,0,2,0,0,0,1,0,0,0,0,0,1,0,4,1,0,1,4,1,3,0,0,3,2,0,0,3,1,0,0,3,4,3,3,1,1,4,2,1,3,4,3,2,0,0,3,0,2,2,1,0,0,3,4,2,1,0,4,1,0,3,3,0,0,0,2,0,2,0,0,1,1,1,1,2
130,1,2,4,3,0,2,4,2,0,4,1,3,0,1,3,0,2,0,4,3,4,3,2,4,3,2,2,0,0,4,1,2,4,0,3,3,4,3,2,0,4,0,4,0,2,2,0,2,4,2,4,2,2,2,0,4,4,3,3,1,4,0,0,1,4,2,4,0,0,3,3,4,3,1,2
131,4,4,2,1,2,3,3,3,0,2,1,1,4,1,3,4,4,1,3,3,0,0,0,0,2,0,4,0,1,0,1,0,1,2,3,4,3,2,0,3,2,0,0,2,3,2,4,1,3,3,1,1,0,0,4,1,3,3,1,1,4,4,3,4,3,0,4,1,2,0,1,0,2,3,2
132,2,4,3,3,3,2,2,3,3,4,0,0,4,2,3,0,0,3,2,0,3,2,0,3,0,0,2,3,0,0,3,0,2,0,0,4,4,2,2,0,3,4,3,0,0,3,3,3,0,0,3,4,2,2,2,3,2,0,0,3,2,3,0,4,0,3,3,3,3,4,4,0,3,0,3
133,4,4,1,3,0,3,3,4,2,4,3,1,3,3,4,1,1,4,1,3,1,4,1,3,3,4,1,2,4,0,3,1,0,4,4,3,2,4,1,1,3,3,3,4,1,1,0,4,4,4,4,4,3,3,0,1,3,4,0,4,1,4,3,4,1,0,4,0,0,4,3,3,3,4,4
134,4,1,2,0,4,2,1,3,1,1,2,1,4,2,2,4,4,2,4,4,4,0,4,4,1,4,2,2,0,0,1,0,3,0,4,1,4,3,1,1,3,2,1,1,4,3,4,4,2,4,4,1,2,0,4,2,0,4,1,4,4,1,1,4,2,4,4,2,0,1,4,0,4,4,4
135,4,1,4,4,1,2,3,1,0,3,4,2,1,1,0,2,0,0,2,0,1,1,2,3,2,4,3,0,0,1,1,0,0,3,2,0,1,2,3,4,0,2,1,3,4,2,1,4,4,0,1,3,0,0,3,1,2,0,0,4,4,1,3,3,4,1,0,0,1,3,1,3,2,4,0
136,4,2,2,3,0,0,2,1,4,3,1,3,4,2,1,2,3,2,0,3,1,4,3,4,4,2,2,2,3,3,1,3,3,3,3,3,2,3,2,3,0,3,3,3,2,1,3,3,3,0,0,2,3,4,3,2,1,3,2,2,1,3,0,3,2,2,3,2,3,2,4,2,3,3,3
137,2,3,0,2,3,4,2,4,2,3,3,2,3,0,2,3,2,4,0,4,0,1,2,3,2,2,2,3,4,0,4,1,4,4,3,3,4,2,4,1,4,0,0,2,0,2,1,1,3,4,0,1,3,1,2,2,2,0,4,2,3,4,3,1,2,2,0,3,4,4,0,2,3,1,4
138,3,0,4,3,3,0,3,3,4,3,1,0,3,1,1,0,3,3,4,3,4,3,4,0,3,3,3,4,1,1,4,2,3,0,1,0,0,4,0,3,0,0,1,4,0,2,0,0,3,0,3,4,3,3,4,0,2,3,4,3,4,0,0,0,2,3,3,0,3,3,0,3,3,0,2
139,1,0,0,3,0,0,1,0,3,1,0,3,4,4,0,3,3,0,2,0,4,4,0,4,3,3,1,1,0,3,1,1,2,3,4,0,0,0,4,1,4,4,3,3,4,0,1,1,1,4,2,4,1,0,2,1,3,0,3,0,0,1,4,3,0,1,1,0,2,3,1,0,1,0,3
140,0,2,0,2,0,1,2,3,2,0,0,4,2,1,3,0,3,3,2,0,0,0,3,1,0,2,4,2,0,0,0,3,2,3,3,3,4,3,0,3,1,1,0,3,2,2,0,2,0,2,1,2,2,3,3,2,2,0,3,1,4,0,1,0,4,1,0,1,2,0,1,2,3,0,2
141,0,3,0,3,3,1,0,3,0,3,4,0,1,1,3,0,3,3,3,3,3,3,0,2,2,3,3,0,1,0,0,1,1,0,1,1,1,0,0,1,3,1,0,4,0,3,3,3,1,3,3,0,3,3,4,4,1,0,1,3,0,0,1,0,1,3,3,3,3,3,0,4,2,0,1
142,4,2,0,2,2,1,1,4,4,3,0,3,3,4,0,3,2,0,0,4,2,4,0,3,2,0,2,4,2,0,2,0,2,2,3,2,2,2,2,1,4,3,4,1,2,0,0,2,2,0,1,4,3,0,2,4,0,0,4,2,2,0,0,4,2,2,1,1,2,2,2,2,4,0,2
143,1,3,1,1,1,4,1,2,4,3,0,1,2,1,0,1,1,1,1,3,1,2,0,0,3,1,3,1,1,0,0,1,2,0,1,0,1,2,1,0,1,3,0,2,0,1,4,3,4,4,1,1,0,1,2,0,2,0,3,3,1,1,3,0,4,0,1,0,0,3,1,0,2,0,0
144,1,3,1,2,3,2,2,3,4,3,1,3,2,3,3,0,3,2,3,1,2,4,1,2,3,2,0,3,3,2,0,2,2,1,4,2,0,3,0,3,2,2,2,2,1,2,3,3,2,0,2,0,2,2,3,3,2,3,4,4,4,0,3,4,3,4,4,2,4,4,3,4,2,2,4
145,3,2,3,3,3,4,1,3,0,0,3,3,3,1,3,1,2,4,4,3,0,4,0,0,2,3,3,3,4,0,3,0,2,3,4,2,2,2,3,0,0,2,3,0,3,0,3,0,0,0,0,1,1,0,4,1,1,4,2,1,0,4,3,3,0,2,1,3,1,1,0,0,2,3,4
146,4,2,4,3,3,2,4,4,2,1,2,4,0,4,1,4,2,4,4,4,2,1,1,4,4,2,4,4,2,0,3,4,2,1,3,4,0,3,2,0,1,2,4,2,2,4,4,4,2,4,0,0,0,2,4,4,4,0,2,2,1,4,2,4,3,2,4,3,1,0,0,2,4,4,2
147,3,2,4,2,2,3,3,3,4,4,4,4,3,2,4,3,0,3,4,2,0,4,3,4,2,0,3,4,4,4,2,2,3,0,1,2,2,1,4,4,0,1,3,3,1,2,4,0,4,0,0,1,4,4,3,4,3,2,2,3,0,4,4,1,0,1,2,4,2,3,0,4,3,4,0
148,4,2,1,0,2,3,2,1,4,3,1,1,3,2,0,1,4,2,4,4,3,2,3,4,2,3,0,3,1,1,3,3,0,4,4,3,4,3,2,0,4,2,2,2,0,2,4,2,4,3,4,1,0,1,2,3,4,0,2,3,4,1,1,1,1,0,3,3,3,2,0,3,3,2,2
149,0,2,0,2,0,4,1,2,0,2,0,0,2,1,4,4,0,0,3,0,2,0,0,2,0,2,0,1,3,1,1,1,2,2,0,2,3,1,1,1,0,2,2,2,4,1,1,4,4,0,0,2,0,1,0,1,2,0,0,2,4,0,4,4,3,2,3,4,2,2,4,2,2,1,2
150,0,2,2,2,3,2,4,2,0,2,4,4,3,4,4,2,4,0,1,2,0,4,4,4,2,3,4,3,2,3,2,1,4,3,0,0,2,4,2,3,1,0,0,2,4,3,4,2,2,1,2,0,2,2,2,1,1,0,1,2,0,2,4,2,1,2,3,0,2,0,1,1,2,0,4
151,1,3,4,4,2,3,4,4,3,4,4,1,0,1,1,2,3,3,0,3,3,3,3,3,0,1,3,0,4,3,0,3,3,3,1,4,3,3,0,1,0,4,4,3,2,1,1,3,1,1,2,3,3,3,3,3,3,1,3,0,4,4,4,1,1,3,3,4,1,1,1,3,3,4,3
152,1,2,2,4,3,0,0,2,2,4,1,0,3,1,2,0,1,2,2,4,2,2,0,1,0,4,0,3,4,2,1,2,0,3,2,3,4,0,2,4,0,1,0,3,0,0,3,2,0,4,0,3,1,0,3,2,2,0,3,1,2,2,0,0,3,2,1,2,2,0,2,2,2,2,2
153,4,4,4,3,3,3,4,4,4,3,0,4,4,4,4,0,0,3,4,0,3,4,2,2,3,3,2,3,4,4,4,0,3,4,4,4,3,4,1,4,0,4,0,3,4,3,1,3,4,0,0,3,4,3,4,0,4,3,0,0,4,3,0,3,4,0,4,4,4,4,4,4,1,4,0
154,4,3,4,1,1,1,1,0,1,4,3,4,0,0,3,2,0,4,3,4,3,1,1,3,1,1,0,1,1,0,4,0,1,2,2,1,1,3,4,4,4,3,2,4,0,2,4,4,4,3,3,3,0,0,4,0,1,3,4,3,2,4,1,1,4,0,4,3,4,3,1,4,4,0,2
155,3,0,1,4,3,4,3,4,4,3,3,3,2,3,3,2,1,2,4,3,2,2,4,3,3,3,2,1,3,1,0,1,3,4,2,3,3,3,2,3,2,2,3,0,3,3,4,4,1,2,1,3,2,3,3,3,4,3,3,2,2,1,2,3,3,3,3,3,3,2,3,3,3,3,4
156,1,1,4,4,3,0,4,2,4,2,4,4,0,0,2,2,4,3,3,4,3,2,1,2,4,1,2,4,1,4,4,4,3,4,4,1,4,2,3,4,3,0,0,1,2,4,3,4,3,1,1,3,4,4,4,4,2,1,3,4,1,1,3,3,4,1,2,1,0,4,4,2,2,3,1
157,3,4,1,3,0,0,0,2,1,3,4,2,3,3,2,0,3,1,2,2,4,4,1,3,4,4,2,1,0,0,4,3,3,2,0,4,3,1,2,4,3,0,4,2,1,4,2,2,3,2,0,4,3,3,3,2,0,2,3,2,2,4,0,0,2,4,0,1,4,4,4,2,1,0,0
158,1,3,4,2,2,0,2,2,0,0,2,0,2,3,0,0,4,4,4,3,2,2,0,3,2,0,4,1,4,1,1,0,2,4,2,2,3,1,4,4,3,4,2,2,0,0,3,2,1,1,4,1,3,3,4,4,0,3,3,3,4,2,2,0,3,0,3,3,1,0,4,4,0,1,2
159,0,0,0,0,2,0,2,4,1,4,2,1,0,0,0,4,2,0,4,2,0,1,1,1,4,3,0,0,4,1,4,2,3,4,4,2,1,2,0,3,0,2,4,2,3,1,3,2,2,4,1,1,3,2,4,0,0,1,3,2,2,2,4,1,4,4,3,1,4,1,2,0,2,4,2
160,1,1,3,1,2,0,4,1,1,3,1,2,4,3,4,4,1,1,1,4,4,0,1,2,4,4,3,4,3,3,3,2,2,2,1,1,4,2,3,2,4,1,2,3,4,0,0,3,3,2,1,2,4,2,2,1,3,3,2,3,3,0,1,4,0,3,3,2,3,2,4,1,2,3,1
161,2,0,3,0,3,1,2,2,3,3,3,3,0,2,3,2,3,1,3,0,3,4,2,3,1,0,3,3,0,3,0,2,3,0,0,3,2,4,2,3,4,2,3,2,3,0,4,3,0,0,3,2,3,4,2,0,2,3,4,3,0,4,4,4,1,2,4,3,1,3,3,3,3,3,4
162,3,3,4,1,4,2,2,2,0,3,1,3,2,3,4,3,1,3,1,1,3,2,3,2,3,4,1,3,1,1,1,4,0,3,4,0,0,3,3,0,0,1,1,4,1,1,1,4,1,1,3,2,3,0,2,0,3,3,4,4,0,2,2,4,4,2,3,1,3,3,3,4,0,1,1
163,1,0,4,0,4,0,4,0,0,0,3,2,4,0,2,3,4,2,2,3,0,0,0,4,0,2,0,0,0,0,0,4,2,4,0,0,4,0,4,0,2,3,0,3,2,3,0,0,2,2,3,2,0,0,2,3,0,2,0,0,3,0,3,0,4,3,3,2,4,0,0,0,0,0,0
164,1,4,0,0,2,0,2,3,3,4,3,0,2,3,3,3,0,0,0,0,2,3,0,0,2,2,2,2,0,0,0,3,3,0,3,2,0,2,4,2,0,3,0,0,3,3,0,0,4,2,0,4,0,0,3,3,2,0,2,1,0,0,4,0,1,0,0,0,4,2,0,0,0,0,0
165,0,1,4,3,2,0,4,4,1,1,2,1,2,1,1,0,1,0,1,1,0,2,4,0,0,1,1,0,3,3,1,0,1,3,1,0,2,0,1,3,0,0,1,4,3,4,1,0,3,0,1,2,1,3,2,1,0,1,1,3,0,2,4,3,1,1,0,1,3,0,4,0,4,1,0
166,0,1,3,2,1,3,2,1,1,2,2,1,2,0,1,0,0,2,4,4,3,2,1,2,4,2,0,4,3,3,1,0,1,1,4,1,2,3,3,0,4,0,2,1,0,0,0,0,4,3,4,1,1,2,3,3,4,3,4,0,0,0,0,0,3,3,4,3,0,4,0,3,3,3,2
167,3,3,3,4,0,2,2,3,0,2,4,3,0,2,3,2,0,0,4,0,0,4,4,3,0,4,1,4,4,4,2,3,4,0,0,1,1,4,0,1,0,3,0,2,3,3,3,2,0,3,0,1,4,0,1,3,0,1,1,0,0,2,0,2,3,0,0,1,0,0,0,2,3,2,4
168,4,4,2,2,1,2,3,4,4,3,2,2,2,2,3,4,2,2,2,0,2,2,3,3,3,4,1,1,3,3,3,3,1,2,0,3,2,4,3,3,3,4,1,4,4,4,2,3,2,2,3,2,4,1,4,4,4,4,1,4,4,2,1,4,3,3,0,2,4,1,4,4,3,4,3
169,1,4,0,0,0,0,4,0,0,4,0,2,0,0,0,3,2,0,0,0,1,3,1,4,1,0,2,0,4,0,0,0,0,0,1,0,4,4,0,2,4,4,4,2,0,0,1,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,1,0,0,2,0,0,3,0,0,0,4,0,1
170,1,4,4,1,1,0,2,2,3,1,2,4,1,4,1,0,3,1,0,4,3,1,1,2,1,0,1,1,4,0,1,1,2,1,4,1,4,2,1,3,3,1,4,1,2,3,2,1,0,3,4,1,1,4,3,4,2,1,4,4,1,2,0,4,4,1,1,2,2,1,3,2,4,0,3
171,4,2,4,1,0,2,4,4,2,4,4,2,4,2,2,2,3,4,2,4,1,1,2,1,1,3,2,2,4,1,2,2,2,1,2,0,1,0,1,3,2,1,4,2,0,2,3,0,1,1,0,2,4,0,2,1,2,1,1,1,2,4,1,1,1,0,2,3,4,4,1,1,1,0,2
172,3,4,3,1,3,2,0,4,0,3,0,2,1,0,3,0,3,0,2,2,3,3,2,4,1,4,1,1,4,4,4,4,4,3,0,0,0,0,3,0,1,1,1,2,1,0,4,4,0,3,1,4,3,4,3,1,1,0,0,0,0,2,0,2,1,2,0,0,3,2,1,3,1,0,3
173,3,2,1,2,2,4,1,0,2,3,4,1,1,4,3,1,2,4,2,4,4,2,1,0,1,0,2,3,2,3,3,4,1,4,4,1,1,1,0,2,2,4,2,4,3,3,1,4,2,4,4,1,2,0,1,2,1,1,1,3,2,3,1,4,3,4,0,1,4,4,2,4,4,1,3
174,4,3,3,1,4,2,3,0,1,1,0,4,2,1,3,3,1,3,0,4,2,0,1,1,2,1,4,3,1,2,1,4,1,1,2,3,3,4,4,0,3,4,2,0,0,4,0,0,4,0,3,3,0,2,0,4,0,0,1,1,2,1,1,1,4,1,1,0,4,3,4,3,3,1,2
175,2,4,3,1,4,1,0,0,4,0,4,4,4,4,2,4,0,0,2,0,0,3,2,4,2,3,3,0,3,4,1,1,3,4,4,0,1,1,0,1,4,4,0,0,4,2,0,4,0,3,2,1,4,3,1,1,2,0,0,2,3,4,4,4,0,4,4,1,1,1,1,1,3,0,0
176,2,3,3,4,4,1,4,3,1,1,0,3,2,1,1,0,4,3,4,1,4,3,2,1,4,2,4,0,3,1,0,0,4,2,2,4,2,3,1,0,3,1,1,2,3,4,4,4,1,4,1,2,1,0,4,4,1,3,0,1,4,4,2,4,4,1,4,2,0,1,4,1,1,4,3
177,3,3,0,0,0,4,4,3,4,1,1,3,0,2,0,0,0,0,0,0,4,1,0,4,1,4,1,0,0,0,1,4,3,0,1,1,0,2,3,2,1,0,1,1,1,1,0,0,1,3,3,1,1,3,1,1,0,1,4,0,0,3,4,0,1,0,3,1,1,0,0,3,0,0,2
178,0,0,2,2,0,2,3,3,3,4,1,3,0,3,4,1,1,2,1,2,3,3,4,4,0,0,1,4,2,2,3,2,3,4,2,2,1,3,3,0,4,4,3,1,1,3,4,0,2,3,0,2,3,3,1,0,4,3,0,3,3,3,3,1,4,0,0,4,4,0,1,2,2,0,0
